data,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,confirmados_novos,recuperados,obitos,internados,internados_uci,vigilancia,confirmados_0_9_f,confirmados_0_9_m,confirmados_10_19_f,confirmados_10_19_m,confirmados_20_29_f,confirmados_20_29_m,confirmados_30_39_f,confirmados_30_39_m,confirmados_40_49_f,confirmados_40_49_m,confirmados_50_59_f,confirmados_50_59_m,confirmados_60_69_f,confirmados_60_69_m,confirmados_70_79_f,confirmados_70_79_m,confirmados_80_plus_f,confirmados_80_plus_m,confirmados_f,confirmados_m,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,obitos_0_9_f,obitos_0_9_m,obitos_10_19_f,obitos_10_19_m,obitos_20_29_f,obitos_20_29_m,obitos_30_39_f,obitos_30_39_m,obitos_40_49_f,obitos_40_49_m,obitos_50_59_f,obitos_50_59_m,obitos_60_69_f,obitos_60_69_m,obitos_70_79_f,obitos_70_79_m,obitos_80_plus_f,obitos_80_plus_m,obitos_f,obitos_m,ativos,internados_enfermaria,Rt_número_de_reprodução,Max_Temp,Min_Temp,Temperature,Precipitation,Wind_Speed,Wind_Direction,Visibility,Cloud_Cover,Relative_Humidity,Rain,Clear,Partially_cloudy,flights,commercial_flights
2020-09-27,1612.0,396.0,2624.0,169.0,189.0,24.0,13.0,5027,2051.0,41.0,124.0,26.0,4912.0,139.0,159.0,213.0,196.0,395.0,404.0,446.0,395.0,420.0,369.0,359.0,333.0,237.0,229.0,181.0,160.0,228.0,125.0,2641.0,2386.0,10.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,16.0,15.0,20.0,21.0,2935.0,98.0,1.057434098628434,23.67142857142857,17.52857142857143,19.957142857142856,0.1442857142857143,23.157142857142855,231.4385714285714,10.671428571428573,4.0,76.56142857142858,0.2857142857142857,0.7142857142857143,0.0,145098.0,68806.42857142857
2020-10-04,2177.0,406.0,2616.0,79.0,226.0,17.0,26.0,5547,2560.0,52.0,47.0,16.0,2074.0,172.0,177.0,272.0,232.0,449.0,423.0,487.0,370.0,495.0,377.0,388.0,345.0,256.0,253.0,203.0,172.0,317.0,152.0,3042.0,2505.0,12.0,3.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,8.0,25.0,9.0,32.0,20.0,2935.0,31.0,1.1001736769484385,23.38571428571429,15.37142857142857,18.728571428571428,0.39999999999999997,21.74285714285714,284.9214285714285,10.700000000000001,3.7714285714285714,70.40142857142857,0.42857142857142855,0.5714285714285714,0.0,146584.0,68009.0
2020-10-11,3761.0,572.0,2897.0,64.0,167.0,11.0,41.0,7513,2980.0,75.0,161.0,19.0,2065.0,146.0,174.0,325.0,338.0,722.0,685.0,621.0,576.0,714.0,543.0,594.0,450.0,368.0,362.0,224.0,220.0,281.0,183.0,3988.0,3525.0,23.0,7.0,41.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,31.0,29.0,38.0,37.0,4458.0,142.0,1.2123428651798227,25.414285714285715,16.057142857142857,19.914285714285715,0.0,20.32857142857143,249.1142857142857,10.885714285714286,2.4285714285714284,69.42285714285715,0.0,1.0,0.0,146872.0,68727.57142857143
2020-10-18,7104.0,1219.0,4271.0,361.0,225.0,23.0,44.0,13247,5813.0,101.0,243.0,31.0,6438.0,268.0,276.0,577.0,578.0,1315.0,1212.0,1124.0,986.0,1224.0,998.0,1017.0,820.0,661.0,567.0,394.0,367.0,594.0,289.0,7164.0,6083.0,43.0,5.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,9.0,6.0,19.0,31.0,30.0,42.0,59.0,7333.0,212.0,1.2146130424482515,21.87142857142857,13.5,16.714285714285715,0.0,22.75714285714286,232.73857142857145,10.37142857142857,2.528571428571429,66.35285714285715,0.0,1.0,0.0,148490.85714285713,68754.85714285714
2020-10-25,10850.0,1737.0,5420.0,421.0,270.0,22.0,55.0,18775,9877.0,135.0,488.0,75.0,3898.0,334.0,406.0,834.0,882.0,1760.0,1678.0,1591.0,1301.0,1846.0,1380.0,1548.0,1184.0,920.0,832.0,564.0,507.0,798.0,390.0,10205.0,8570.0,63.0,14.0,46.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,8.0,13.0,44.0,51.0,54.0,81.0,8763.0,413.0,1.1818011212392128,19.585714285714285,13.828571428571427,16.38571428571429,22.59571428571429,25.514285714285712,219.79857142857145,9.657142857142857,7.1000000000000005,88.54285714285716,0.7142857142857143,0.2857142857142857,0.0,135334.7142857143,66965.85714285714
2020-11-01,14644.0,2766.0,7387.0,396.0,369.0,30.0,63.0,25655,12894.0,228.0,548.0,54.0,6056.0,503.0,544.0,1193.0,1206.0,2377.0,2031.0,2247.0,1399.0,2523.0,1801.0,2135.0,1628.0,1246.0,1169.0,786.0,717.0,1213.0,575.0,14226.0,11429.0,109.0,26.0,77.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,15.0,18.0,36.0,81.0,65.0,107.0,121.0,12533.0,494.0,1.1566788884742383,20.25714285714286,14.085714285714285,16.77142857142857,0.9457142857142856,14.985714285714284,192.9014285714286,10.514285714285716,11.342857142857143,78.10285714285715,0.42857142857142855,0.42857142857142855,0.14285714285714285,142748.0,67058.71428571429
2020-11-08,21341.0,3630.0,8579.0,644.0,603.0,85.0,101.0,34983,18010.0,352.0,400.0,94.0,25701.0,852.0,885.0,1817.0,1765.0,3030.0,2593.0,2889.0,2796.0,3439.0,2587.0,3057.0,2342.0,1628.0,1497.0,1023.0,909.0,1416.0,752.0,19184.0,15799.0,175.0,39.0,119.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,3.0,23.0,30.0,40.0,133.0,109.0,169.0,183.0,16621.0,306.0,1.0985855627626244,17.714285714285715,13.614285714285716,15.571428571428571,5.312857142857143,25.3,205.89428571428576,11.0,6.242857142857143,80.68857142857144,0.5714285714285714,0.42857142857142855,0.0,153176.0,68019.14285714286
2020-11-15,23577.0,4215.0,8916.0,527.0,513.0,150.0,79.0,37977,25285.0,485.0,407.0,37.0,4098.0,1099.0,1143.0,2000.0,1981.0,3117.0,2595.0,3130.0,2392.0,3732.0,2762.0,3181.0,2402.0,1834.0,1685.0,1262.0,1075.0,1727.0,865.0,21082.0,16895.0,257.0,66.0,146.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0,12.0,24.0,40.0,55.0,187.0,151.0,245.0,240.0,12207.0,370.0,1.0566964543782027,18.771428571428572,13.214285714285714,15.899999999999997,0.5228571428571429,14.014285714285714,136.6442857142857,9.685714285714285,6.585714285714286,86.65714285714284,0.7142857142857143,0.2857142857142857,0.0,141675.2857142857,66825.28571428571
2020-11-22,25502.0,4451.0,11269.0,1190.0,725.0,174.0,146.0,43457,47853.0,516.0,222.0,76.0,-12937.0,1319.0,1379.0,2262.0,2105.0,2834.0,2145.0,3133.0,2281.0,3808.0,2822.0,3451.0,2538.0,2066.0,1880.0,1234.0,1134.0,1780.0,754.0,21761.0,16915.0,259.0,77.0,152.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,12.0,14.0,26.0,38.0,66.0,172.0,179.0,228.0,288.0,-4912.0,146.0,1.0027766182035365,19.957142857142856,13.614285714285716,16.82857142857143,0.0,16.5,89.43714285714285,9.814285714285715,5.1000000000000005,73.3442857142857,0.0,1.0,0.0,149371.14285714287,68922.0
2020-11-29,19327.0,4256.0,8701.0,841.0,590.0,211.0,115.0,34041,36615.0,530.0,94.0,45.0,-1379.0,1070.0,1063.0,1703.0,1804.0,2507.0,2126.0,2620.0,2183.0,3252.0,2391.0,2845.0,2137.0,1764.0,1640.0,1154.0,958.0,1688.0,799.0,18603.0,15101.0,275.0,65.0,163.0,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,14.0,10.0,33.0,48.0,78.0,179.0,160.0,241.0,289.0,-3104.0,49.0,0.9167817912784191,15.700000000000001,10.071428571428571,12.714285714285714,11.91,17.514285714285716,160.37571428571428,10.314285714285715,7.328571428571428,84.67857142857143,0.7142857142857143,0.2857142857142857,0.0,133665.57142857142,66934.0
2020-12-06,15031.0,3593.0,7537.0,848.0,410.0,181.0,75.0,27675,33521.0,536.0,23.0,-22.0,-2868.0,843.0,812.0,1383.0,1323.0,1960.0,1626.0,2098.0,1580.0,2637.0,1859.0,2150.0,1624.0,1338.0,1225.0,950.0,843.0,1614.0,794.0,14973.0,11686.0,296.0,79.0,143.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,10.0,10.0,40.0,41.0,76.0,191.0,160.0,246.0,290.0,-6382.0,45.0,0.9187576558315724,15.271428571428572,8.457142857142857,11.7,5.7457142857142856,19.728571428571428,202.2214285714286,10.514285714285714,5.528571428571429,79.66142857142856,0.5714285714285714,0.42857142857142855,0.0,147978.85714285713,69712.57142857143
2020-12-13,12878.0,3754.0,7873.0,1047.0,464.0,164.0,90.0,26270,28267.0,596.0,-111.0,-1.0,-3408.0,895.0,862.0,1433.0,1379.0,2611.0,2628.0,2424.0,2280.0,2714.0,2318.0,2513.0,1961.0,1539.0,1487.0,1136.0,993.0,2167.0,931.0,17432.0,14839.0,266.0,109.0,192.0,20.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,10.0,32.0,37.0,76.0,221.0,208.0,274.0,322.0,-2593.0,-110.0,0.9607973150418954,16.599999999999998,13.12857142857143,14.771428571428572,3.7971428571428576,19.685714285714287,265.04714285714283,8.657142857142857,15.12857142857143,89.5857142857143,1.0,0.0,0.0,146018.2857142857,69630.0
2020-12-20,11453.0,4275.0,7630.0,1163.0,446.0,223.0,187.0,25377,25911.0,575.0,-130.0,-30.0,8579.0,765.0,730.0,1141.0,1165.0,1890.0,1658.0,1906.0,1560.0,2179.0,1730.0,2147.0,1579.0,1412.0,1242.0,983.0,830.0,1637.0,820.0,14060.0,11314.0,239.0,114.0,194.0,19.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,5.0,4.0,16.0,32.0,47.0,72.0,225.0,163.0,297.0,278.0,-1109.0,-100.0,0.9751613982116714,16.314285714285713,9.957142857142857,13.185714285714285,14.425714285714287,22.271428571428572,224.56,9.957142857142856,8.385714285714284,86.25857142857144,0.8571428571428571,0.14285714285714285,0.0,148548.42857142858,75547.85714285714
2020-12-27,8533.0,3428.0,6453.0,1177.0,523.0,135.0,203.0,20452,22513.0,485.0,-157.0,21.0,9478.0,513.0,637.0,857.0,902.0,1479.0,1257.0,1573.0,1245.0,1897.0,1529.0,1682.0,1369.0,1110.0,1084.0,792.0,689.0,1228.0,607.0,11131.0,9319.0,185.0,79.0,186.0,30.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,9.0,6.0,23.0,37.0,64.0,185.0,154.0,233.0,252.0,-2546.0,-178.0,0.9962501298751574,14.514285714285714,8.057142857142859,11.242857142857144,1.3571428571428572,20.457142857142856,144.40714285714284,10.042857142857143,8.3,73.89857142857143,0.2857142857142857,0.7142857142857143,0.14285714285714285,129587.42857142857,70028.28571428571
2021-01-03,12446.0,5928.0,11343.0,1438.0,1036.0,236.0,254.0,32681,22789.0,499.0,174.0,-4.0,2325.0,844.0,789.0,1519.0,1384.0,2602.0,2256.0,2618.0,2265.0,2975.0,2354.0,2764.0,2184.0,1682.0,1594.0,1204.0,1022.0,1756.0,859.0,17964.0,14707.0,178.0,85.0,180.0,45.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,11.0,12.0,31.0,36.0,68.0,180.0,150.0,234.0,265.0,9393.0,178.0,1.2125532793725544,13.028571428571428,7.257142857142857,9.642857142857142,2.987142857142857,17.7,285.0128571428572,11.242857142857144,10.014285714285714,77.68999999999998,0.8571428571428571,0.14285714285714285,0.0,124520.33333333333,69011.5
2021-01-10,19872.0,10675.0,19875.0,3094.0,2047.0,488.0,384.0,56435,26573.0,685.0,726.0,58.0,22816.0,1374.0,1403.0,2761.0,2658.0,4606.0,3987.0,4438.0,3796.0,5016.0,4061.0,4562.0,3589.0,2991.0,2720.0,1997.0,1704.0,3193.0,1562.0,30938.0,25480.0,202.0,139.0,249.0,76.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,8.0,12.0,21.0,40.0,40.0,107.0,248.0,198.0,323.0,362.0,29177.0,668.0,1.2003491608262387,9.4,4.6571428571428575,7.014285714285714,0.08571428571428572,24.271428571428572,119.33857142857143,11.3,4.128571428571429,60.32714285714285,0.2857142857142857,0.7142857142857143,0.0,137578.85714285713,68777.71428571429
2021-01-17,21305.0,12429.0,25668.0,3423.0,2265.0,495.0,527.0,66112,37821.0,1058.0,1119.0,89.0,43910.0,1904.0,2029.0,3329.0,3267.0,4878.0,4279.0,4965.0,4147.0,6192.0,4758.0,5426.0,4214.0,3451.0,3267.0,2332.0,2100.0,3722.0,1838.0,36199.0,29899.0,255.0,233.0,446.0,85.0,31.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,3.0,22.0,30.0,71.0,94.0,124.0,391.0,310.0,521.0,537.0,27233.0,1030.0,1.1387361704821857,12.185714285714285,5.485714285714286,8.757142857142858,0.0,15.871428571428572,131.53,10.485714285714284,2.0142857142857142,68.21571428571427,0.0,1.0,0.0,139005.7142857143,65930.14285714286
2021-01-24,28136.0,15963.0,34934.0,3795.0,2605.0,317.0,639.0,86389,49562.0,1608.0,1228.0,95.0,49544.0,2619.0,2685.0,4279.0,4547.0,5816.0,5099.0,6678.0,5400.0,8334.0,6656.0,7208.0,5729.0,4477.0,4185.0,2836.0,2638.0,4700.0,2488.0,46947.0,39427.0,359.0,363.0,699.0,135.0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,5.0,9.0,28.0,37.0,95.0,117.0,214.0,594.0,498.0,763.0,845.0,35219.0,1133.0,1.111979262942047,14.757142857142856,9.957142857142857,12.557142857142859,9.024285714285716,26.75714285714286,207.24571428571429,8.8,6.857142857142857,85.08571428571429,0.8571428571428571,0.14285714285714285,0.0,136173.42857142858,63257.57142857143
2021-01-31,21888.0,13221.0,43040.0,2918.0,2173.0,277.0,809.0,84326,69920.0,2013.0,577.0,116.0,13327.0,2683.0,2830.0,4093.0,4261.0,5514.0,4817.0,6231.0,5140.0,8090.0,6508.0,7101.0,5695.0,4698.0,4376.0,3022.0,2717.0,4343.0,2177.0,45775.0,38521.0,424.0,436.0,962.0,132.0,45.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,9.0,18.0,30.0,56.0,119.0,159.0,237.0,732.0,636.0,977.0,1036.0,12393.0,461.0,0.9197779267977214,15.87142857142857,12.971428571428573,14.257142857142858,4.46,18.25714285714286,220.24285714285716,8.071428571428571,16.785714285714285,92.44714285714285,1.0,0.0,0.14285714285714285,131315.0,61047.57142857143
2021-02-07,10817.0,6690.0,22868.0,2026.0,1476.0,107.0,914.0,44898,79755.0,1676.0,-446.0,7.0,-36551.0,1242.0,1326.0,2087.0,1945.0,2781.0,2562.0,3093.0,2602.0,4133.0,3372.0,3702.0,3215.0,2693.0,2390.0,1841.0,1570.0,2895.0,1424.0,24467.0,20406.0,316.0,320.0,855.0,127.0,50.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,6.0,9.0,31.0,48.0,112.0,139.0,239.0,582.0,495.0,790.0,886.0,-36533.0,-453.0,0.7201463750881653,14.485714285714284,11.457142857142857,12.842857142857143,6.481428571428572,24.871428571428567,234.3085714285714,9.72857142857143,25.257142857142863,84.54714285714286,0.8571428571428571,0.0,0.14285714285714285,132443.85714285713,60681.142857142855
2021-02-14,4768.0,3071.0,10526.0,778.0,654.0,58.0,487.0,20342,59150.0,1163.0,-1422.0,-70.0,-48038.0,451.0,476.0,829.0,821.0,1324.0,1244.0,1409.0,1270.0,1706.0,1507.0,1798.0,1389.0,1222.0,1168.0,921.0,735.0,1365.0,694.0,11025.0,9304.0,215.0,209.0,597.0,91.0,40.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,7.0,9.0,22.0,38.0,78.0,90.0,174.0,396.0,336.0,544.0,619.0,-39971.0,-1352.0,0.6233140376838225,16.2,10.857142857142858,13.442857142857141,5.054285714285714,21.599999999999998,211.93571428571425,9.085714285714287,25.52857142857143,86.52428571428572,0.5714285714285714,0.14285714285714285,0.2857142857142857,124552.42857142857,59486.71428571428
2021-02-21,2795.0,1755.0,5811.0,424.0,442.0,46.0,496.0,11769,33906.0,641.0,-1510.0,-157.0,-53001.0,290.0,258.0,483.0,485.0,823.0,736.0,811.0,801.0,916.0,850.0,965.0,805.0,708.0,677.0,535.0,469.0,770.0,378.0,6301.0,5459.0,119.0,114.0,343.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,23.0,27.0,43.0,58.0,95.0,202.0,178.0,298.0,343.0,-22778.0,-1353.0,0.6419482665194656,16.428571428571427,11.471428571428572,13.6,7.004285714285715,24.942857142857147,196.07714285714286,9.514285714285714,14.4,86.77857142857144,0.42857142857142855,0.42857142857142855,0.2857142857142857,132317.14285714287,62577.857142857145
2021-02-28,1692.0,906.0,3292.0,318.0,288.0,35.0,506.0,7037,19755.0,355.0,-1151.0,-154.0,-40987.0,170.0,190.0,292.0,268.0,426.0,499.0,456.0,473.0,536.0,557.0,561.0,489.0,433.0,376.0,288.0,289.0,486.0,249.0,3648.0,3390.0,55.0,61.0,201.0,25.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,15.0,26.0,37.0,57.0,102.0,107.0,156.0,199.0,-13073.0,-997.0,0.6748983180538499,16.914285714285715,10.285714285714286,13.685714285714285,1.2114285714285715,17.21428571428571,150.71571428571428,10.171428571428569,2.728571428571428,78.78428571428572,0.7142857142857143,0.2857142857142857,0.0,152191.57142857142,68112.42857142857
2021-03-07,1273.0,672.0,2242.0,169.0,141.0,49.0,986.0,5532,12590.0,223.0,-751.0,-130.0,-19901.0,169.0,169.0,219.0,238.0,352.0,404.0,392.0,363.0,442.0,413.0,480.0,412.0,346.0,284.0,206.0,196.0,288.0,160.0,2894.0,2639.0,48.0,42.0,115.0,11.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,11.0,9.0,11.0,22.0,38.0,59.0,67.0,94.0,129.0,-7281.0,-621.0,0.7570455166195859,17.62857142857143,11.271428571428572,13.971428571428572,3.2357142857142853,17.07142857142857,170.28714285714287,9.942857142857141,2.7714285714285714,75.61,0.2857142857142857,0.7142857142857143,0.0,161088.7142857143,71319.14285714286
2021-03-14,925.0,590.0,1704.0,125.0,81.0,77.0,661.0,4163,27850.0,144.0,-438.0,-112.0,-8798.0,110.0,129.0,156.0,128.0,301.0,385.0,244.0,311.0,288.0,282.0,349.0,307.0,250.0,212.0,164.0,161.0,241.0,129.0,2103.0,2044.0,27.0,23.0,84.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,11.0,7.0,28.0,43.0,38.0,61.0,83.0,-23831.0,-326.0,0.8188479115156462,16.857142857142858,10.157142857142858,13.171428571428573,0.014285714285714287,19.871428571428574,262.9542857142857,10.471428571428572,2.2142857142857144,67.87142857142858,0.14285714285714285,0.8571428571428571,0.0,156194.0,73161.85714285714
2021-03-21,982.0,442.0,1277.0,144.0,105.0,76.0,247.0,3273,7902.0,84.0,-211.0,-72.0,-1729.0,66.0,81.0,97.0,110.0,229.0,252.0,230.0,226.0,269.0,240.0,313.0,206.0,247.0,174.0,134.0,118.0,172.0,104.0,1757.0,1511.0,8.0,16.0,53.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,14.0,9.0,18.0,15.0,19.0,29.0,55.0,-4713.0,-139.0,0.8874323265401777,19.45714285714286,11.285714285714286,15.171428571428573,0.0,26.214285714285715,98.76857142857143,10.5,0.07142857142857142,44.90571428571428,0.0,1.0,0.0,157258.57142857142,74672.28571428571
2021-03-28,739.0,357.0,1155.0,155.0,192.0,81.0,198.0,2877,8072.0,69.0,-132.0,-28.0,616.0,48.0,52.0,87.0,115.0,178.0,237.0,166.0,211.0,228.0,192.0,207.0,232.0,228.0,197.0,109.0,103.0,175.0,118.0,1426.0,1457.0,11.0,12.0,37.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,9.0,27.0,18.0,34.0,35.0,-5264.0,-104.0,0.943943711777877,20.057142857142857,10.200000000000001,14.785714285714286,0.0,18.91428571428571,208.29285714285714,10.485714285714286,0.7714285714285715,59.792857142857144,0.0,1.0,0.0,162488.42857142858,76660.85714285714
2021-04-04,882.0,297.0,1243.0,118.0,213.0,51.0,124.0,2928,4931.0,42.0,-116.0,-25.0,1358.0,148.0,159.0,76.0,106.0,203.0,182.0,220.0,190.0,224.0,257.0,186.0,206.0,212.0,166.0,71.0,101.0,122.0,96.0,1462.0,1463.0,7.0,2.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,7.0,14.0,9.0,19.0,23.0,-2045.0,-91.0,1.0166392926981243,21.37142857142857,13.857142857142858,16.885714285714286,0.83,20.7,185.43428571428572,10.214285714285714,3.0,71.34285714285716,0.14285714285714285,0.8571428571428571,0.0,171999.0,77864.28571428571
2021-04-11,1307.0,475.0,1460.0,176.0,316.0,264.0,161.0,4159,4296.0,37.0,-51.0,-4.0,782.0,164.0,176.0,122.0,154.0,310.0,348.0,329.0,334.0,318.0,310.0,341.0,283.0,277.0,218.0,102.0,127.0,145.0,92.0,2108.0,2042.0,14.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,11.0,8.0,9.0,12.0,25.0,-174.0,-47.0,1.064733663674344,20.942857142857147,12.671428571428573,16.157142857142855,2.202857142857143,20.542857142857144,231.94285714285712,10.428571428571429,5.6571428571428575,72.70857142857143,0.2857142857142857,0.7142857142857143,0.0,168114.85714285713,79368.57142857143
2021-04-18,1323.0,335.0,1062.0,213.0,240.0,190.0,144.0,3507,4051.0,29.0,-38.0,-4.0,2970.0,98.0,131.0,188.0,167.0,209.0,302.0,291.0,364.0,261.0,237.0,273.0,238.0,177.0,166.0,120.0,115.0,102.0,62.0,1719.0,1782.0,9.0,3.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,8.0,8.0,12.0,17.0,-573.0,-34.0,0.9984315199783175,20.599999999999998,13.328571428571431,16.3,3.117142857142857,15.671428571428574,179.1157142857143,10.571428571428571,9.985714285714286,75.53142857142858,0.7142857142857143,0.2857142857142857,0.14285714285714285,173137.7142857143,77735.14285714286
2021-04-25,511.0,111.0,398.0,66.0,52.0,59.0,57.0,1254,1981.0,7.0,-31.0,1.0,969.0,-22576.0,-23571.0,-38542.0,-38232.0,-62844.0,-55804.0,-64781.0,-54589.0,-76951.0,-61074.0,-68983.0,-54292.0,-44040.0,-40591.0,-29187.0,-25918.0,-45913.0,-22811.0,656.0,597.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-5.0,-7.0,-20.0,-21.0,-62.0,-91.0,-130.0,-331.0,-459.0,-1057.0,-1328.0,-2274.0,-6036.0,-5120.0,4.0,3.0,-734.0,-32.0,0.9815595452547782,20.385714285714283,13.942857142857145,16.571428571428573,2.7671428571428573,23.042857142857144,237.28142857142853,10.928571428571429,7.242857142857142,76.9157142857143,0.7142857142857143,0.2857142857142857,0.0,170722.14285714287,76306.14285714286
